"BOM Report: LOOD-17747-001, Last Modified: 2025-02-14-07-12-34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOM Usage Attributes,,,,,,,,,,,,,,,,,,,Naming,,,,,,,,,,,,,,Part Attributes,,,,,,,,,,,,,,,,,,,,CAD Physical Attributes,,,,Physical Attributes,,,,,,CS Attributes,,System Attributes,,,
Level,Number,Type,Assembly Mode,L-Nr.,QTY,Unit,Version,Name,State,Service Level,"Food
Contact ",Delivery Item,"Lifetime 
Quantity",Lifetime Unit,"SPC 
Termination","Initial Spare 
Part Indic.","Operating
Element","BOM
Class 1",Name EN-US,Description EN-US,Name DE-DE,Description DE-DE,Name ZH-CHS,Description ZH-CHS,Name ES-ES,Description ES-ES,Name PT-BR,Description PT-BR,Name CS-CZ,Description CS-CZ,Name VI-VN,Description VI-VN,Partner,Source,Comparable,Configuration Type,Default Unit,"Reuse Not 
Allowed","Old Part 
Number",Machine Type,Basic Material,"Basic Material
Description",Supersede,Superseded By,"Material 
Group","No Logistic 
Relevance","Dangerous
Good Indic.",ClassNode,Legacy ID,Electrical Relevant,Doc Classification,Stackability,Delta X [mm],Delta Y [mm],Delta Z [mm],Mass [kg],Length [mm],Width [mm],Height [mm],Netto Weight,Weight Unit,Weight Code,Service Life in Months:,SPC Termination Part:,Design Office,Division,Modified by,Last Modified
2,LONT-18064-001,Standard Part,Component,4,7,meters,00.2 ,"Cable, LiYCY 3x0,5",Released,,,,,,,,W302,I1,"Cable, LiYCY 3x0,5","Cable, LiYCY 3x0,5   ","Leitung,mehradr.LiYCY       3x0,5 mm2 gr","Leitung,mehradr.LiYCY       3x0,5 mm2 gr   TH-TEXT  ------------------------------------------------------------  TT-TEXT  ------------------------------------------------------------  ",,"LiYCY 电缆 3x0.5
",,,,,"Cable, LiYCY 3x0,5","Cable, LiYCY 3x0,5",,,"BLOC, BLOA",Buy,,,meters,false,3840139,,,,,,27060000,false,Dangerous Good No / Hazardous Good No,K00689,,,,Yes,300,300,11,0.055,300,11,300,0.055,kg,Weighted,,,S13 Standardization  BLOA,OP Optics (B8),"Zandonella, Romolo",2021-08-04 11:54:18
2,LONT-19361-001,Standard Part,Separable,5,1,each,00.4 ,socket crimp Sub-D nine-pole,Released,,,,,,,,W302,I1,socket crimp Sub-D nine-pole,"socket crimp Sub-D nine-pole
box complete",Buchse crimpen Sub-D 9-polig,"Buchse crimpen Sub-D 9-polig
Dose komplett",插座 卷边 Sub-D 九极的,"插座 卷边 Sub-D 九极的
盒子 完整",hembrilla engarzar a presión Sub-D de 9,"hembrilla engarzar a presión Sub-D de 9
 polos
caja completo",tomada crimpar Sub-D de 9 polos,"tomada crimpar Sub-D de 9 polos
caixa completo",,,bạc nối uốn mép Sub-D chín cực,"bạc nối uốn mép Sub-D chín cực
hộp hoàn thiện","BLOA, BLOC",Buy,,,each,false,102178542,,,,,,27260701,false,Dangerous Good No / Hazardous Good No,K01128,,,,,,,,0.2,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Grundel, Martin",2019-11-04 09:36:11
3,LONT-10959-001,Standard Part,Component,10,1,each,00.2 ,enclosure  FPHGR-1E,Released,,,,,,,,,,enclosure  FPHGR-1E,"enclosure  FPHGR-1E
LO art. no. 00103415
manufacturer FCT Molex
art. no. FPHGR-1AGE
packed unit 100 pc.",Gehäuse  FPHGR-1E,"Gehäuse  FPHGR-1E
LO Art.-Nr. 00103415
Hersteller FCT Molex
Art.-Nr. FPHGR-1AGE
Verpackungseinheit 100 Stück",围场  FPHGR-1E,"围场  FPHGR-1E
莱宝光学 产品编号 00103415
制造商 FCT Molex
产品编号 FPHGR-1AGE
袋装 100 件",envolvente  FPHGR-1E,"envolvente  FPHGR-1E
LO n.º art. 00103415
fabricante FCT Molex
n.º art. FPHGR-1AGE
unidad de embalaje 100 pieza",carcaça  FPHGR-1E,"carcaça  FPHGR-1E
Leybold número do artigo 00103415
fabricante FCT Molex
número do artigo FPHGR-1AGE
unidade de embalagem 100 peça",skříň  FPHGR-1E,"skříň  FPHGR-1E
LO č. položky 00103415
výrobce FCT Molex
č. položky FPHGR-1AGE
obalová jednotka 100 kus",tủ hộp bảo vệ  FPHGR-1E,"tủ hộp bảo vệ  FPHGR-1E
LO mã số sản phẩm 00103415
nhà sản xuất FCT Molex
mã số sản phẩm FPHGR-1AGE
đơn vị bao gói 100 miếng","BLOC, BLOA",Buy,,,each,false,103415,,,,,,27260701,false,Dangerous Good No / Hazardous Good No,K01128,,,,,105,80,17,,105,80,17,1.3000000268221E-2,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-30 10:15:16
3,LONT-10957-001,Standard Part,Component,20,9,each,00.3 ,crimp contact socket Sub-D 0.2-0.52mm2,Released,,,,,,,,,,crimp contact socket Sub-D 0.2-0.52mm2,"crimp contact socket Sub-D 0.2-0.52mm2
 manufacturer ITT-Cannon
art. no. 330-7708-001",Crimpkontakt Buchse Sub-D 0.2-0.52mm2,"Crimpkontakt Buchse Sub-D 0.2-0.52mm2
 Hersteller ITT-Cannon
Art.-Nr. 330-7708-001",压接接触件 插座 Sub-D 0.2-0.52mm2,"压接接触件 插座 Sub-D 0.2-0.52mm2
 制造商 ITT-Cannon
产品编号 330-7708-001",contacto de engarzar hembrilla Sub-D,"contacto de engarzar hembrilla Sub-D
 0.2-0.52mm2
 fabricante ITT-Cannon
n.º art. 330-7708-001",terminal de crimpar tomada Sub-D,"terminal de crimpar tomada Sub-D
 0.2-0.52mm2
 fabricante ITT-Cannon
número do artigo 330-7708-001",lisovaný kontakt zdířka Sub-D,"lisovaný kontakt zdířka Sub-D
 0.2-0.52mm2
 výrobce ITT-Cannon
č. položky 330-7708-001",tiếp điểm kẹp bạc nối Sub-D 0.2-0.52mm2,"tiếp điểm kẹp bạc nối Sub-D 0.2-0.52mm2
 nhà sản xuất ITT-Cannon
mã số sản phẩm 330-7708-001","BLOC, BLOA",Buy,,,each,false,121090,,,,,,27260701,false,Dangerous Good No / Hazardous Good No,K00842,,,,,14,2,2,0.001,14,2,2,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Benzing, Matthias",2021-01-22 09:32:53
3,LONT-10958-001,Standard Part,Component,30,1,each,00.2 ,socket housing Sub-D 9-p,Released,,,,,,,,,,socket housing Sub-D 9-p,"socket housing Sub-D 9-p
 manufacturer ITT-Cannon
type DEA-9S-A197-FO",Buchsengehäuse Sub-D 9-p,"Buchsengehäuse Sub-D 9-p
 Hersteller ITT-Cannon
Typ DEA-9S-A197-FO",插口外壳 Sub-D 9-p,"插口外壳 Sub-D 9-p
 制造商 ITT-Cannon
型号 DEA-9S-A197-FO",carcasa de hembrilla Sub-D 9-p,"carcasa de hembrilla Sub-D 9-p
 fabricante ITT-Cannon
tipo DEA-9S-A197-FO",carcaça da tomada Sub-D 9-p,"carcaça da tomada Sub-D 9-p
 fabricante ITT-Cannon
tipo DEA-9S-A197-FO",zdířkové pouzdro Sub-D 9-p,"zdířkové pouzdro Sub-D 9-p
 výrobce ITT-Cannon
typ DEA-9S-A197-FO",hộp ổ cắm Sub-D 9-p,"hộp ổ cắm Sub-D 9-p
 nhà sản xuất ITT-Cannon
loại DEA-9S-A197-FO","BLOC, BLOA",Buy,,,each,false,3717144,,,,,,27260701,false,Dangerous Good No / Hazardous Good No,K01128,,,,,,,,0.1,30,15,20,0.035,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Benzing, Matthias",2023-02-01 02:04:04
2,LONT-10953-001,Standard Part,Component,6,7,meters,00.2 ,"Cable,LiYY    4x0.5",Released,,,,,,,,W305,I1,"Cable,LiYY    4x0.5","Cable,LiYY    4x0.5   ","Leitung,mehradr.LiYY        4x0,5 mm2 gr","Leitung,mehradr.LiYY        4x0,5 mm2 gr   ",,"LiYY 电缆    4x0.5
",,,,,"Cable,LiYY    4x0.5","Cable,LiYY    4x0.5",,,"BLOA, BLOC",Buy,,,meters,false,3840121,,,,,,27060000,false,Dangerous Good No / Hazardous Good No,K00690,,,,Yes,,,,0.01,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Zandonella, Romolo",2021-08-04 11:55:22
2,LONT-61095-001,Standard Part,Component,7,1,each,00.8 ,cable Ethernet 7.00  m,Released,,,,,,,,W541,I1,cable Ethernet 7.00  m,"cable Ethernet 7.00  m
patch cable EtherCAT
manufacturer Beckhoff
order no. ZK1090-9191-0070
l 7.00 m",unkonfektioniertes Kabel Ethernet 7.00,"unkonfektioniertes Kabel Ethernet 7.00 
m
Patchkabel EtherCAT
Hersteller Beckhoff
Bestell-Nr. ZK1090-9191-0070
L 7.00 m",线缆 以太网 7.00  m,"线缆 以太网 7.00  m
转接电缆 以太网控制自动化技术
制造商 Beckhoff
订单号 ZK1090-9191-0070
长度 7.00 m",cable no confeccionado Ethernet 7.00  m,"cable no confeccionado Ethernet 7.00  m
cable de interconexiones EtherCAT
fabricante Beckhoff
n.º de pedido ZK1090-9191-0070
long. 7.00 m",fio Ethernet 7.00  m,"fio Ethernet 7.00  m
cabo de patch EtherCAT
fabricante Beckhoff
n.° de encomenda ZK1090-9191-0070
compr. 7.00 m",neprefabrikovaný kabel ethernet 7.00  m,"neprefabrikovaný kabel ethernet 7.00  m
síťový patch kabel EtherCAT
výrobce Beckhoff
obj. č. ZK1090-9191-0070
délka 7.00 m",cáp Ethernet 7.00  m,"cáp Ethernet 7.00  m
cáp nối tạm EtherCAT
nhà sản xuất Beckhoff
đơn hàng số ZK1090-9191-0070
chiều dài 7.00 m","BLOC, BLOA",Buy,,,each,false,,,,,,,27060000,,,K00683,,,,,,,,,,,,,kg,Specified,,BELOW,M60 M2M LO BLOC,OP Optics (B8),"Zandonella, Romolo",2022-07-14 04:13:40
2,LONT-63117-001,Standard Part,Component,8,1,each,01.2 ,I/O expansion device  24V AC/DC,Released,,,,,,,,K1,K1.B1,I/O expansion device  24V AC/DC,"I/O expansion device  24V AC/DC
brand Phoenix
type PSR-SCP- 24DC/URM4/5X1/2X2
art. no. 1442021",Erweiterungsgerät  24V AC/DC,"Erweiterungsgerät  24V AC/DC
Marke Phoenix
Modell PSR-SCP- 24DC/URM4/5X1/2X2
Art.-Nr. 1442021",I/O 扩展设备  24V AC/DC,"I/O 扩展设备  24V AC/DC
品牌 Phoenix
型号 PSR-SCP- 24DC/URM4/5X1/2X2
产品编号 1442021",módulo de expansión  24V AC/DC,"módulo de expansión  24V AC/DC
marca Phoenix
modelo PSR-SCP- 24DC/URM4/5X1/2X2
n.º art. 1442021",módulo de expansão de I/O  24V AC/DC,"módulo de expansão de I/O  24V AC/DC
marca Phoenix
modelo PSR-SCP- 24DC/URM4/5X1/2X2
número do artigo 1442021",modul k rozšíření vstupů/výstupů  24V,"modul k rozšíření vstupů/výstupů  24V
 AC/DC
značka Phoenix
model PSR-SCP- 24DC/URM4/5X1/2X2
č. položky 1442021",thiết bị mở rộng nhập/xuất  24V AC/DC,"thiết bị mở rộng nhập/xuất  24V AC/DC
nhãn hiệu Phoenix
chủng loại PSR-SCP- 24DC/URM4/5X1/2X2
mã số sản phẩm 1442021","BLOC, BLOA",Buy,,,each,,,,,,LONT-10719-001,,27371600,,Dangerous Good No / Hazardous Good No,K00840,,false,B1 Business,,,,,,114.5,35,99,0.015,kg,Specified,,BELOW,M60 M2M LO BLOC,OP Optics (B8),"Wang, August",2024-11-19 03:42:02
2,LONT-60145-001,Standard Part,Component,9,1,each,00.5 ,circuit breaker el. PTCB E1 24VDC/1-8A,Released,,,,,,,,V1,K1.B1,circuit breaker el. PTCB E1 24VDC/1-8A,"circuit breaker el. PTCB E1 24VDC/1-8A
manufacturer Phoenix Contact
order no. 2908262
operating voltage 18VDC...30VDC
",Schutzschalter el. PTCB E1 24VDC/1-8A,"Schutzschalter el. PTCB E1 24VDC/1-8A
Hersteller Phoenix Contact
Bestell-Nr. 2908262
Betriebsspannung 18VDC...30VDC
",断路器 el. PTCB E1 24VDC/1-8A,"断路器 el. PTCB E1 24VDC/1-8A
制造商 Phoenix Contact
订单号 2908262
工作电压 18VDC...30VDC
",interruptor de protección el. PTCB E1,"interruptor de protección el. PTCB E1
24VDC/1-8A
fabricante Phoenix Contact
n.º de pedido 2908262
tensión de servicio 18VDC...30VDC
",disjuntor el. PTCB E1 24VDC/1-8A,"disjuntor el. PTCB E1 24VDC/1-8A
fabricante Phoenix Contact
n.° de encomenda 2908262
tensão de serviço 18VDC...30VDC
",ochranný vypínač el. PTCB E1 24VDC/1-8A,"ochranný vypínač el. PTCB E1 24VDC/1-8A
výrobce Phoenix Contact
obj. č. 2908262
provozní napětí 18VDC...30VDC
",bộ ngắt mạch el. PTCB E1 24VDC/1-8A,"bộ ngắt mạch el. PTCB E1 24VDC/1-8A
nhà sản xuất Phoenix Contact
đơn hàng số 2908262
điện áp công tác 18VDC...30VDC
","BLOC, BLOA",Buy,,,each,false,,,,,WWCF-90364-001,,27000000,,Dangerous Good No / Hazardous Good No,K00830,,,,,,,,,55.6,6.2,105.8,0.027,kg,Specified,,BELOW,S13 Standardization  BLOA,EN Energy (B7),"Zandonella, Romolo",2022-08-08 09:17:57
2,LONT-15940-001,Standard Part,Component,10,2,each,00.6 ,"terminal block 1,5 mm2 500 V 25 A",Released,,,,,,,,W5(-P1),K1.B1,"terminal block 1,5 mm2 500 V 25 A","terminal block 1,5 mm2 500 V 25 A
 manufacturer Phoenix
order no. 3031047
type ZPV 1,5/2,5 (8/1)
conductor cross-section 0,2 -2,5 mm2
and AWG 12 -26","Reihenklemme 1,5 mm2 500 V 25 A","Reihenklemme 1,5 mm2 500 V 25 A
 Hersteller Phoenix
Bestell-Nr. 3031047
Typ ZPV 1,5/2,5 (8/1)
Leiter Querschnitt 0,2 -2,5 mm2
und AWG 12 -26","接线盒 1,5 mm2 500 伏 25 A","接线盒 1,5 mm2 500 伏 25 A
 制造商 Phoenix
订单号 3031047
型号 ZPV 1,5/2,5 (8/1)
导体 横截面 0,2 -2,5 mm2
和 美制线规 12 -26","borne en serie 1,5 mm2 500 V 25 A","borne en serie 1,5 mm2 500 V 25 A
 fabricante Phoenix
n.º de pedido 3031047
tipo ZPV 1,5/2,5 (8/1)
conductor eléctrico sección 0,2 -2,5 mm2
y AWG 12 -26","régua de bornes 1,5 mm2 500 V 25 A","régua de bornes 1,5 mm2 500 V 25 A
 fabricante Phoenix
n.° de encomenda 3031047
tipo ZPV 1,5/2,5 (8/1)
condutor elétrico seção transversal 0,2
 -2,5 mm2
e bitola de fios em AWG 12 -26","řadová svorka 1,5 mm2 500 V 25 A","řadová svorka 1,5 mm2 500 V 25 A
 výrobce Phoenix
obj. č. 3031047
typ ZPV 1,5/2,5 (8/1)
elektrický vodič příčný řez 0,2 -2,5 mm2
a AWG 12 -26","tổ hợp trạm cuối 1,5 mm2 500 V 25 A","tổ hợp trạm cuối 1,5 mm2 500 V 25 A
 nhà sản xuất Phoenix
đơn hàng số 3031047
loại ZPV 1,5/2,5 (8/1)
vật dẫn điện mặt cắt 0,2 -2,5 mm2
và Cáp AWG 12 -26","BLOC, BLOA",Buy,,,each,false,102095952,,,,,,27141111,false,Dangerous Good No / Hazardous Good No,K01126,,,,,,,,0.01,141,5.2,58.5,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Zandonella, Romolo",2022-08-03 11:41:49
2,LONT-82773-001,Standard Part,Separable,11,1,each,00.3 ,Schnellmontage-Endhalter Clipfix 35,Released,,,,,,,,W5(-P1),K1.B1,Schnellmontage-Endhalter Clipfix 35,"Schnellmontage-Endhalter Clipfix 35
Phoenix Contact Deutschland GmbH: 3022218
Alte Nummer: 18 90 00 235",Schnellmontage-Endhalter Clipfix 35,"Schnellmontage-Endhalter Clipfix 35
Phoenix Contact Deutschland GmbH: 3022218
Alte Nummer: 18 90 00 235",,,,,,,,,,,BLOA,Buy,,,each,false,18 90 00 235,,,,,,,false,Dangerous Good No / Hazardous Good No,,,,,,,,,,,,,,,,,,S13 Standardization  BLOA,OP Optics (B8),"Malinovic, Sasa Administrator",2019-11-15 04:01:10
2,LONT-19276-001,Standard Part,Component,12,1,each,00.5 ,"jumper FBS 5-5, five-pole",Released,,,,,,,,W5(-P1),K1.B1,"jumper FBS 5-5, five-pole","jumper FBS 5-5, five-pole
 manufacturer Phönix
order no. 3030190
number of poles 5","Jumper FBS 5-5, 5-polig","Jumper FBS 5-5, 5-polig
 Hersteller Phönix
Bestell-Nr. 3030190
Polzahl 5","跨接器 FBS 5-5, 五极的","跨接器 FBS 5-5, 五极的
 制造商 Phönix
订单号 3030190
极数 5","jumper FBS 5-5, de 5 polos","jumper FBS 5-5, de 5 polos
 fabricante Phönix
n.º de pedido 3030190
número de polos 5","jumper FBS 5-5, de 5 polos","jumper FBS 5-5, de 5 polos
 fabricante Phönix
n.° de encomenda 3030190
número de polos 5","vodivá spojka FBS 5-5, pětipólový","vodivá spojka FBS 5-5, pětipólový
 výrobce Phönix
obj. č. 3030190
počet pólů 5","cầu nối FBS 5-5, năm cực","cầu nối FBS 5-5, năm cực
 nhà sản xuất Phönix
đơn hàng số 3030190
số cực 5","BLOC, BLOA",Buy,,,each,false,102074544,,,,,,27260701,false,Dangerous Good No / Hazardous Good No,K01114,,,,,,,,0.01,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Zandonella, Romolo",2022-08-08 09:13:39
2,LONT-15941-001,Standard Part,Component,13,1,each,00.7 ,lid for terminal block,Released,,,,,,,,W5(-P1),K1.B1,lid for terminal block,"lid for terminal block
 manufacturer Phoenix
order no. 3031050
type D-ZPV 1,5/2,5(8/1)
paint gray",Deckel für Reihenklemme,"Deckel für Reihenklemme
 Hersteller Phoenix
Bestell-Nr. 3031050
Modell D-ZPV 1,5/2,5(8/1)
Farbe grau",盖子   接线盒,"盖子   接线盒
 制造商 Phoenix
订单号 3031050
型号 D-ZPV 1,5/2,5(8/1)
油漆 灰色",tapa para borne en serie,"tapa para borne en serie
 fabricante Phoenix
n.º de pedido 3031050
modelo D-ZPV 1,5/2,5(8/1)
pintura gris",tampa para régua de bornes,"tampa para régua de bornes
 fabricante Phoenix
n.° de encomenda 3031050
modelo D-ZPV 1,5/2,5(8/1)
pintura cinza",víko pro řadová svorka,"víko pro řadová svorka
 výrobce Phoenix
obj. č. 3031050
model D-ZPV 1,5/2,5(8/1)
nátěrová barva šedý",nắp để tổ hợp trạm cuối,"nắp để tổ hợp trạm cuối
 nhà sản xuất Phoenix
đơn hàng số 3031050
chủng loại D-ZPV 1,5/2,5(8/1)
sơn xám","BLOA, BLOC",Buy,,,each,false,102095955,,,,,,27149110,false,Dangerous Good No / Hazardous Good No,K01126,,,,,,,,0.01,2,141,58.5,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Zandonella, Romolo",2022-08-03 11:42:02
2,LONT-15940-001,Standard Part,Component,14,2,each,00.6 ,"terminal block 1,5 mm2 500 V 25 A",Released,,,,,,,,W5(-P2),K1.B1,"terminal block 1,5 mm2 500 V 25 A","terminal block 1,5 mm2 500 V 25 A
 manufacturer Phoenix
order no. 3031047
type ZPV 1,5/2,5 (8/1)
conductor cross-section 0,2 -2,5 mm2
and AWG 12 -26","Reihenklemme 1,5 mm2 500 V 25 A","Reihenklemme 1,5 mm2 500 V 25 A
 Hersteller Phoenix
Bestell-Nr. 3031047
Typ ZPV 1,5/2,5 (8/1)
Leiter Querschnitt 0,2 -2,5 mm2
und AWG 12 -26","接线盒 1,5 mm2 500 伏 25 A","接线盒 1,5 mm2 500 伏 25 A
 制造商 Phoenix
订单号 3031047
型号 ZPV 1,5/2,5 (8/1)
导体 横截面 0,2 -2,5 mm2
和 美制线规 12 -26","borne en serie 1,5 mm2 500 V 25 A","borne en serie 1,5 mm2 500 V 25 A
 fabricante Phoenix
n.º de pedido 3031047
tipo ZPV 1,5/2,5 (8/1)
conductor eléctrico sección 0,2 -2,5 mm2
y AWG 12 -26","régua de bornes 1,5 mm2 500 V 25 A","régua de bornes 1,5 mm2 500 V 25 A
 fabricante Phoenix
n.° de encomenda 3031047
tipo ZPV 1,5/2,5 (8/1)
condutor elétrico seção transversal 0,2
 -2,5 mm2
e bitola de fios em AWG 12 -26","řadová svorka 1,5 mm2 500 V 25 A","řadová svorka 1,5 mm2 500 V 25 A
 výrobce Phoenix
obj. č. 3031047
typ ZPV 1,5/2,5 (8/1)
elektrický vodič příčný řez 0,2 -2,5 mm2
a AWG 12 -26","tổ hợp trạm cuối 1,5 mm2 500 V 25 A","tổ hợp trạm cuối 1,5 mm2 500 V 25 A
 nhà sản xuất Phoenix
đơn hàng số 3031047
loại ZPV 1,5/2,5 (8/1)
vật dẫn điện mặt cắt 0,2 -2,5 mm2
và Cáp AWG 12 -26","BLOC, BLOA",Buy,,,each,false,102095952,,,,,,27141111,false,Dangerous Good No / Hazardous Good No,K01126,,,,,,,,0.01,141,5.2,58.5,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Zandonella, Romolo",2022-08-03 11:41:49
2,LONT-82773-001,Standard Part,Separable,15,1,each,00.3 ,Schnellmontage-Endhalter Clipfix 35,Released,,,,,,,,W5(-P2),K1.B1,Schnellmontage-Endhalter Clipfix 35,"Schnellmontage-Endhalter Clipfix 35
Phoenix Contact Deutschland GmbH: 3022218
Alte Nummer: 18 90 00 235",Schnellmontage-Endhalter Clipfix 35,"Schnellmontage-Endhalter Clipfix 35
Phoenix Contact Deutschland GmbH: 3022218
Alte Nummer: 18 90 00 235",,,,,,,,,,,BLOA,Buy,,,each,false,18 90 00 235,,,,,,,false,Dangerous Good No / Hazardous Good No,,,,,,,,,,,,,,,,,,S13 Standardization  BLOA,OP Optics (B8),"Malinovic, Sasa Administrator",2019-11-15 04:01:10
2,LONT-19276-001,Standard Part,Component,16,1,each,00.5 ,"jumper FBS 5-5, five-pole",Released,,,,,,,,W5(-P2),K1.B1,"jumper FBS 5-5, five-pole","jumper FBS 5-5, five-pole
 manufacturer Phönix
order no. 3030190
number of poles 5","Jumper FBS 5-5, 5-polig","Jumper FBS 5-5, 5-polig
 Hersteller Phönix
Bestell-Nr. 3030190
Polzahl 5","跨接器 FBS 5-5, 五极的","跨接器 FBS 5-5, 五极的
 制造商 Phönix
订单号 3030190
极数 5","jumper FBS 5-5, de 5 polos","jumper FBS 5-5, de 5 polos
 fabricante Phönix
n.º de pedido 3030190
número de polos 5","jumper FBS 5-5, de 5 polos","jumper FBS 5-5, de 5 polos
 fabricante Phönix
n.° de encomenda 3030190
número de polos 5","vodivá spojka FBS 5-5, pětipólový","vodivá spojka FBS 5-5, pětipólový
 výrobce Phönix
obj. č. 3030190
počet pólů 5","cầu nối FBS 5-5, năm cực","cầu nối FBS 5-5, năm cực
 nhà sản xuất Phönix
đơn hàng số 3030190
số cực 5","BLOC, BLOA",Buy,,,each,false,102074544,,,,,,27260701,false,Dangerous Good No / Hazardous Good No,K01114,,,,,,,,0.01,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Zandonella, Romolo",2022-08-08 09:13:39
2,LONT-15941-001,Standard Part,Component,17,1,each,00.7 ,lid for terminal block,Released,,,,,,,,W5(-P2),K1.B1,lid for terminal block,"lid for terminal block
 manufacturer Phoenix
order no. 3031050
type D-ZPV 1,5/2,5(8/1)
paint gray",Deckel für Reihenklemme,"Deckel für Reihenklemme
 Hersteller Phoenix
Bestell-Nr. 3031050
Modell D-ZPV 1,5/2,5(8/1)
Farbe grau",盖子   接线盒,"盖子   接线盒
 制造商 Phoenix
订单号 3031050
型号 D-ZPV 1,5/2,5(8/1)
油漆 灰色",tapa para borne en serie,"tapa para borne en serie
 fabricante Phoenix
n.º de pedido 3031050
modelo D-ZPV 1,5/2,5(8/1)
pintura gris",tampa para régua de bornes,"tampa para régua de bornes
 fabricante Phoenix
n.° de encomenda 3031050
modelo D-ZPV 1,5/2,5(8/1)
pintura cinza",víko pro řadová svorka,"víko pro řadová svorka
 výrobce Phoenix
obj. č. 3031050
model D-ZPV 1,5/2,5(8/1)
nátěrová barva šedý",nắp để tổ hợp trạm cuối,"nắp để tổ hợp trạm cuối
 nhà sản xuất Phoenix
đơn hàng số 3031050
chủng loại D-ZPV 1,5/2,5(8/1)
sơn xám","BLOA, BLOC",Buy,,,each,false,102095955,,,,,,27149110,false,Dangerous Good No / Hazardous Good No,K01126,,,,,,,,0.01,2,141,58.5,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Zandonella, Romolo",2022-08-03 11:42:02
2,LONT-61090-001,Standard Part,Component,18,1,each,00.5 ,cable Ethernet 0.50 m,Released,,,,,,,,W543,S1,cable Ethernet 0.50 m,"cable Ethernet 0.50 m
patch cable EtherCAT
manufacturer Beckhoff
order no. ZK1090-9191-0005
l 0.50 m",unkonfektioniertes Kabel Ethernet 0.50 m,"unkonfektioniertes Kabel Ethernet 0.50 m
Patchkabel EtherCAT
Hersteller Beckhoff
Bestell-Nr. ZK1090-9191-0005
L 0.50 m",线缆 以太网 0.50 m,"线缆 以太网 0.50 m
转接电缆 以太网控制自动化技术
制造商 Beckhoff
订单号 ZK1090-9191-0005
长度 0.50 m",cable no confeccionado Ethernet 0.50 m,"cable no confeccionado Ethernet 0.50 m
cable de interconexiones EtherCAT
fabricante Beckhoff
n.º de pedido ZK1090-9191-0005
long. 0.50 m",fio Ethernet 0.50 m,"fio Ethernet 0.50 m
cabo de patch EtherCAT
fabricante Beckhoff
n.° de encomenda ZK1090-9191-0005
compr. 0.50 m",neprefabrikovaný kabel ethernet 0.50 m,"neprefabrikovaný kabel ethernet 0.50 m
síťový patch kabel EtherCAT
výrobce Beckhoff
obj. č. ZK1090-9191-0005
délka 0.50 m",cáp Ethernet 0.50 m,"cáp Ethernet 0.50 m
cáp nối tạm EtherCAT
nhà sản xuất Beckhoff
đơn hàng số ZK1090-9191-0005
chiều dài 0.50 m","BLOC, BLOA",Buy,,,each,false,,,,,,,27060000,,,K00683,,,,,,,,,,,,,kg,Specified,,BELOW,M60 M2M LO BLOC,OP Optics (B8),"Zandonella, Romolo",2022-07-14 04:13:34
2,LONT-61704-001,Standard Part,Separable,19,1,each,00.1 ,connector RJ45 pin contact,Released,,,,,,,,,,connector RJ45 pin contact,"connector RJ45 pin contact
brand WAIN
type designation HM-RJ45-M
order no. 229 001 001 0001",Gerätesteckdose RJ45 Stiftkontakt,"Gerätesteckdose RJ45 Stiftkontakt
Marke WAIN
Typenbezeichnung HM-RJ45-M
Bestell-Nr. 229 001 001 0001",连接器 RJ45 针式接头,"连接器 RJ45 针式接头
品牌 WAIN
型号 HM-RJ45-M
订单号 229 001 001 0001",enchufe hembra del dispositivo RJ45,"enchufe hembra del dispositivo RJ45
 contacto macho
marca WAIN
denominación de tipo HM-RJ45-M
n.º de pedido 229 001 001 0001",conector RJ45 contato de pino,"conector RJ45 contato de pino
marca WAIN
designação de tipo HM-RJ45-M
n.° de encomenda 229 001 001 0001",přívodka RJ45 kolíkový kontakt,"přívodka RJ45 kolíkový kontakt
značka WAIN
typové označení HM-RJ45-M
obj. č. 229 001 001 0001",đầu nối RJ45 đầu cắm,"đầu nối RJ45 đầu cắm
nhãn hiệu WAIN
kí hiệu chủng loại HM-RJ45-M
đơn hàng số 229 001 001 0001","BLOC, BLOA",Buy,,,each,false,,,,,,,27143400,,,,,,,,,,,,,,,,kg,Specified,,BELOW,M60 M2M LO BLOC,OP Optics (B8),"Wang, August",2021-07-18 04:47:07
